0.789537	-0.327687
0.94632	-0.126107
0.995887	-0.191579
0.908975	-0.045988
0.986531	-0.368162
0.785924	-0.183706
0.939614	-0.0792216
0.701644	-0.170783
0.823777	-0.257576
1.01961	-0.246542
1.03044	-0.257994
0.89962	-0.201596
1.05442	-0.418662
1.06819	-0.366169
0.819464	-0.404302
1.8781	-1.76051
2.08743	-2.30498
1.64793	-1.29436
2.4854	-2.82477
2.33394	-2.52902
2.00911	-2.23
2.04233	-2.39168
1.87356	-2.22771
2.24105	-2.72815
2.2276	-2.67579
1.95469	-2.31732
2.22322	-2.6972
2.15013	-2.70804
2.21613	-2.81125
2.42435	-3.04673
2.6025	-3.28241
2.58273	-3.29305
2.6427	-3.36972
2.48354	-3.18164
2.6449	-3.40627
2.52969	-3.2506
1.49279	-1.28532
1.79157	-1.44365
1.66072	-1.42848
1.59163	-1.5166
1.5261	-1.53849
1.92593	-2.13103
1.93675	-2.23477
1.41954	-1.61774
1.54518	-1.82143
1.26215	-1.42757
0.940332	-0.997343
0.498549	-0.496494
0.653199	-0.961382
1.00571	-1.48867
0.696581	-1.26145
0.244066	-0.879987
0.181267	-0.845576
0.178698	-0.878322
0.230102	-0.951728
0.260818	-1.01459
0.447562	-1.16799
0.999884	-1.61191
1.03223	-1.44155
0.912788	-1.01946
1.22989	-1.44962
1.67919	-2.15608
1.71115	-2.3125
1.96027	-2.74022
2.0104	-2.75896
2.09941	-2.87413
2.10836	-2.83658
1.81817	-2.03832
1.77478	-1.49001
1.7105	-1.41005
1.34486	-0.901628
1.16495	-0.723089
1.07147	-0.670855
0.907832	-0.562563
0.754059	-0.682788
0.316221	-0.370353
0.0116148	-0.330261
-0.370485	-0.338187
-0.40077	-0.528756
-0.152293	-0.571132
0.029467	-0.746368
-0.0590518	-0.49993
0.113684	-0.441033
0.315356	-0.397863
0.263585	-0.258914
0.438845	-0.541377
0.809122	-0.947621
1.24773	-1.45265
1.51712	-1.68629
1.87431	-2.00306
1.74864	-1.89822
1.92182	-1.77617
1.96926	-1.87581
1.47508	-1.13062
0.176151	-0.244717
0.177851	-0.234224
0.191961	-0.27036
0.245655	-0.263743
0.172896	0.0483551
0.011432	0.129393
0.0532832	-0.108745
0.46772	-0.512683
0.560559	-0.298484
0.837405	-0.591343
0.808909	-0.699387
2.22568	-2.39592
2.65338	-2.79166
2.22558	-2.30857
0.53285	-0.785223
0.811427	-0.810456
1.69099	-1.43512
2.28417	-2.44117
2.13391	-2.33705
2.07183	-1.94723
1.43764	-1.2065
0.842994	-0.871746
0.917912	-0.946846
0.547672	-0.27474
0.25162	0.121702
-0.0467881	0.0339686
0.0544848	0.267375
0.312873	0.312475
0.702605	0.489623
0.9403	0.458187
0.921094	0.39824
0.723365	0.0668439
0.885186	0.102111
0.585052	-0.270235
0.610801	-0.343229
0.789712	-0.325957
0.972981	-0.394
0.800516	0.0153086
0.975619	-0.226577
0.82866	-0.266393
0.843727	-0.396288
0.653359	-0.328588
0.364057	-0.288846
0.862858	-0.564089
1.33275	-1.40156
1.3809	-1.50098
1.30032	-1.49084
1.08598	-0.791969
0.391684	-0.251398
0.60824	-0.474312
1.14406	-1.04
0.949869	-0.766795
1.12949	-0.994138
1.2788	-1.16273
1.4456	-1.3299
1.40783	-1.30233
0.88015	-0.567122
0.918848	-0.57014
1.38401	-0.820946
1.41968	-0.597054
1.86927	-1.15893
1.9918	-1.32301
1.97033	-1.03177
2.03793	-1.20741
2.12386	-1.14534
1.93247	-0.766852
1.55074	-0.676914
1.57542	-0.914873
1.36101	-0.860617
1.39544	-0.984098
1.50045	-1.03391
1.65897	-1.32558
1.08556	-0.583971
0.693504	-0.41175
0.549358	-0.294311
0.858944	-0.756307
1.01282	-1.01433
1.41097	-1.54615
1.20891	-1.35601
1.31695	-1.62481
1.44003	-1.4875
1.66547	-1.48297
1.66859	-1.42175
1.83338	-1.46974
2.00738	-1.39294
1.32236	-0.704542
1.89562	-1.28732
2.94686	-2.55065
1.80815	-1.07872
1.47687	-0.977698
1.71314	-1.32098
2.48764	-1.80417
2.03732	-1.24284
1.88487	-0.859766
1.90068	-1.36402
1.4775	-0.832682
1.52799	-0.954027
1.14414	-0.631258
1.30139	-0.810024
1.2399	-0.894371
1.16117	-0.53432
1.1185	-0.414072
0.99703	-0.318339
0.969257	-0.0837658
1.08691	-0.106002
0.949341	-0.278273
1.13918	-0.582864
0.874392	0.0241648
0.917766	-0.129179
0.948537	-0.189759
0.956399	0.0434531
0.628053	-0.276644
0.567383	0.187633
0.718388	0.0488948
1.02865	-0.221528
1.1283	-0.174102
1.02913	-0.455036
0.706497	-0.171521
0.884986	-0.535618
0.996341	-0.473294
1.02706	-0.28131
0.845826	0.0252362
0.850648	-0.196773
0.830494	-0.526944
0.421828	-0.620639
1.29325	-1.05279
1.04132	-0.588739
0.686377	-0.101318
0.186944	0.258215
0.50327	0.261206
1.12609	-0.407483
1.22302	-0.718548
1.27418	-0.791665
1.32049	-0.932709
1.52374	-1.21865
1.27856	-0.980288
1.25019	-1.06071
1.33908	-1.37539
1.33773	-1.55698
1.17374	-1.42094
1.11388	-1.4578
1.24533	-1.71287
1.28602	-1.81547
